"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"BRE","BRAZILIAN RARE EARTHS LIMITED","Class Pend","21/12/2023",622429556
"BRG","BREVILLE GROUP LIMITED","Consumer Durables & Apparel","25/05/1999",3724895045
"BRI","BIG RIVER INDUSTRIES LIMITED","Materials","01/05/2017",126336903
"BRK","BROOKSIDE ENERGY LIMITED","Energy","31/10/2005",61939093
"BRL","BATHURST RESOURCES LIMITED.","Materials","21/06/2013",162655813
"BRN","BRAINCHIP HOLDINGS LTD","Software & Services","09/11/2011",473266744
"BRU","BURU ENERGY LIMITED","Energy","01/09/2008",64449128
"BRX","BELARAROX LIMITED","Materials","28/01/2022",18751014
"BSA","BSA LIMITED","Commercial & Professional Services","15/11/1999",51594518
"BSE","BASE RESOURCES LIMITED","Materials","02/10/2008",323953259
"BSL","BLUESCOPE STEEL LIMITED","Materials","15/07/2002",9346957959
"BSN","BASIN ENERGY LIMITED","Energy","04/10/2022",11478458
"BSX","BLACKSTONE MINERALS LIMITED","Materials","23/01/2017",31519267
"BTC","BTC HEALTH LTD","Not Applic","29/08/2000",14909672
"BTE","BOTALA ENERGY LTD","Energy","14/07/2022",14391345
"BTH","BIGTINCAN HOLDINGS LIMITED","Software & Services","24/03/2017",92437964
"BTI","BAILADOR TECHNOLOGY INVESTMENTS LIMITED","Financial Services","21/11/2014",172236964
"BTN","BUTN LIMITED","Financial Services","06/07/2021",13967229
"BTR","BRIGHTSTAR RESOURCES LIMITED","Materials","05/12/2003",46497490
"BUB","BUBS AUSTRALIA LIMITED","Food, Beverage & Tobacco","05/10/1993",129358856
"BUR","BURLEY MINERALS LTD","Materials","07/07/2021",22555642
"BUS","BUBALUS RESOURCES LIMITED","Materials","13/10/2022",5272816
"BUX","BUXTON RESOURCES LIMITED","Materials","23/10/2007",17324689
"BUY","BOUNTY OIL & GAS NL","Energy","05/02/2002",8991006
"BVR","BELLAVISTA RESOURCES LTD","Materials","25/05/2022",16478511
"BVS","BRAVURA SOLUTIONS LIMITED.","Software & Services","16/11/2016",542508342
"BWF","BLACKWALL LIMITED","Financial Services","21/10/2011",73090466
"BWP","BWP TRUST","Equity Real Estate Investment Trusts (REITs)","16/09/1998",2611492982
"BXB","BRAMBLES LIMITED","Commercial & Professional Services","27/11/2006",19872977709
"BXN","BIOXYNE LIMITED","Household & Personal Products","14/12/2000",12279872
"BYE","BYRON ENERGY LIMITED","Energy","03/06/2005",48545347
"BYH","BRYAH RESOURCES LIMITED","Materials","17/10/2017",3919082
"C1X","COSMOS EXPLORATION LIMITED","Materials","01/12/2021",2586375
"C29","C29 METALS LIMITED","Materials","03/11/2021",9777684
"C79","CHRYSOS CORPORATION LIMITED","Commercial & Professional Services","06/05/2022",672596712
"C7A","CLARA RESOURCES AUSTRALIA LTD","Materials","21/10/2010",3202225
"CAA","CAPRAL LIMITED","Materials","20/11/1986",167152842
"CAE","CANNINDAH RESOURCES LIMITED","Materials","20/05/2005",30060158
"CAF","CENTREPOINT ALLIANCE LIMITED","Financial Services","25/06/2002",61653386
"CAG","CAPE RANGE LTD","Software & Services","30/11/2017",12812621
"CAI","CALIDUS RESOURCES LIMITED","Materials","13/03/1987",114189120
"CAJ","CAPITOL HEALTH LIMITED","Health Care Equipment & Services","09/06/2006",266511875
"CAM","CLIME CAPITAL LIMITED","Not Applic","03/02/2004",115973694
"CAN","CANN GROUP LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","04/05/2017","SUSPENDED"
"CAQ","CAQ HOLDINGS LIMITED","Real Estate Management & Development","25/07/2005",10766794
"CAR","CAR GROUP LIMITED","Media & Entertainment","10/09/2009",13294964977
"CAT","CATAPULT GROUP INTERNATIONAL LTD","Software & Services","19/12/2014",383827960
"CAV","CARNAVALE RESOURCES LIMITED","Materials","15/03/2007",18829535
"CAY","CANYON RESOURCES LIMITED","Materials","15/06/2010",94833931
"CAZ","CAZALY RESOURCES LIMITED","Materials","31/10/2003",8183454
"CBA","COMMONWEALTH BANK OF AUSTRALIA.","Banks","12/09/1991",203858054364
"CBE","COBRE LIMITED","Materials","31/01/2020",25497224
"CBH","COOLABAH METALS LIMITED","Materials","28/07/2022",7291010
"CBL","CONTROL BIONICS LIMITED","Health Care Equipment & Services","07/12/2020",8022032
"CBO","COBRAM ESTATE OLIVES LIMITED","Food, Beverage & Tobacco","11/08/2021",736746833
"CBY","CANTERBURY RESOURCES LIMITED","Materials","07/03/2019",9960972
"CC9","CHARIOT CORPORATION LTD","Materials","27/10/2023",32314793
"CCA","CHANGE FINANCIAL LIMITED","Financial Services","30/06/2016",31383069
"CCE","CARNEGIE CLEAN ENERGY LIMITED","Utilities","26/10/1993",15642674
"CCG","COMMS GROUP LTD","Telecommunication Services","21/12/2017",21914441
"CCM","CADOUX LIMITED","Materials","20/01/1994",23738726
"CCO","THE CALMER CO INTERNATIONAL LIMITED","Household & Personal Products","20/12/2018",9665047
"CCP","CREDIT CORP GROUP LIMITED","Financial Services","04/09/2000",983566069
"CCR","CREDIT CLEAR LIMITED","Software & Services","27/10/2020",100247437
"CCV","CASH CONVERTERS INTERNATIONAL","Financial Services","07/02/1997",134922178
"CCX","CITY CHIC COLLECTIVE LIMITED","Consumer Discretionary Distribution & Retail","28/05/1998",76595387
"CCZ","CASTILLO COPPER LIMITED","Materials","14/12/2010",10396043
"CD1","CD PRIVATE EQUITY FUND I","Not Applic","14/08/2012",25037558
"CD2","CD PRIVATE EQUITY FUND II","Not Applic","09/04/2013",53791063
"CD3","CD PRIVATE EQUITY FUND III","Not Applic","27/07/2016",105881777
"CDA","CODAN LIMITED","Technology Hardware & Equipment","27/11/2003",1958214020
"CDD","CARDNO LIMITED","Commercial & Professional Services","20/05/2004",16405478
"CDM","CADENCE CAPITAL LIMITED","Not Applic","05/12/2006",222052777
"CDO","CADENCE OPPORTUNITIES FUND LIMITED.","Not Applic","19/11/2021",26761407
"CDP","CARINDALE PROPERTY TRUST","Equity Real Estate Investment Trusts (REITs)","28/11/1996",345584234
"CDR","CODRUS MINERALS LIMITED","Materials","23/06/2021",5849188
"CDT","CASTLE MINERALS LIMITED","Materials","02/05/2006",7346958
"CDX","CARDIEX LIMITED","Health Care Equipment & Services","09/11/2005",19415521
"CE1","CALIMA ENERGY LIMITED","Energy","28/07/2006",80717798
"CEH","COAST ENTERTAINMENT HOLDINGS LIMITED","Consumer Services","30/11/2018",236255338
"CEL","CHALLENGER GOLD LIMITED","Materials","07/11/2007",99476187
"CEN","CONTACT ENERGY LIMITED","Utilities","24/09/2015",6391849385
"CF1","COMPLII FINTECH SOLUTIONS LTD","Software & Services","18/12/2001",9086728
"CFO","CFOAM LIMITED","Capital Goods","26/10/2016","SUSPENDED"
"CG1","CARBONXT GROUP LIMITED","Materials","23/01/2018",23719280
"CGF","CHALLENGER LIMITED","Financial Services","23/12/2003",4319551781
"CGO","CPT GLOBAL LIMITED","Software & Services","08/09/2000",5446657
"CGR","CGN RESOURCES LIMITED","Materials","18/10/2023",34153689
"CGS","COGSTATE LTD","Health Care Equipment & Services","13/02/2004",231416093
"CHC","CHARTER HALL GROUP","Equity Real Estate Investment Trusts (REITs)","10/06/2005",6030714287
"CHL","CAMPLIFY HOLDINGS LIMITED","Transportation","28/06/2021",96525471
"CHM","CHIMERIC THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/01/2021",19697352
"CHN","CHALICE MINING LIMITED","Materials","24/03/2006",653458351
"CHR","CHARGER METALS NL","Materials","09/07/2021",5496838
"CHW","CHILWA MINERALS LTD","Materials","05/07/2023",31584000
"CI1","CREDIT INTELLIGENCE LTD","Commercial & Professional Services","10/07/2008","SUSPENDED"
"CIA","CHAMPION IRON LIMITED","Materials","08/06/2007",3968425591
"CIN","CARLTON INVESTMENTS LIMITED","Not Applic","30/06/1970",799611270
"CIO",,"Technology Hardware & Equipment","16/08/1984",
"CIP","CENTURIA INDUSTRIAL REIT","Equity Real Estate Investment Trusts (REITs)","13/12/2012",2044476645
"CIW","CLIME INVESTMENT MANAGEMENT LTD","Financial Services","15/12/2000",25347387
"CKA","COKAL LIMITED","Materials","17/04/2000",103579102
"CKF","COLLINS FOODS LIMITED","Consumer Services","04/08/2011",1095852916
"CL8","CARLY HOLDINGS LIMITED","Transportation","09/09/1996",4293926
"CLA","CELSIUS RESOURCES LIMITED.","Materials","24/03/1988",24279127
"CLB","CANDY CLUB HOLDINGS LIMITED","Consumer Staples Distribution & Retail","19/02/2019","SUSPENDED"
"CLE","CYCLONE METALS LIMITED","Materials","07/06/2001",10471172
"CLG","CLOSE THE LOOP LTD.","Commercial & Professional Services","02/12/2021",178169705
"CLU","CLUEY LTD","Consumer Services","09/12/2020",13104882
"CLV","CLOVER CORPORATION LIMITED","Materials","30/11/1999",85169664
"CLW","CHARTER HALL LONG WALE REIT","Equity Real Estate Investment Trusts (REITs)","08/11/2016",2602639678
"CLX","CTI LOGISTICS LIMITED","Transportation","02/12/1987",111195362
"CLZ","CLASSIC MINERALS LTD","Materials","24/05/2013",2013417
"CMB","CAMBIUM BIO LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","19/09/2013",5362646
"CMD","CASSIUS MINING LIMITED","Materials","10/08/2006",4878040
"CMG","CRITICAL MINERALS GROUP LIMITED","Materials","27/09/2022",8312000
"CMM","CAPRICORN METALS LTD","Materials","07/07/2008",1853662632
"CMO","COSMO METALS LIMITED","Materials","31/01/2022",5055778
"CMP","COMPUMEDICS LIMITED","Health Care Equipment & Services","21/12/2000",42519108
"CMW","CROMWELL PROPERTY GROUP","Equity Real Estate Investment Trusts (REITs)","22/02/1973",1099924014
"CMX","CHEMX MATERIALS LIMITED","Materials","18/01/2022",5864737
"CNB","CARNABY RESOURCES LIMITED","Materials","30/08/2016",147866032
"CND","CONDOR ENERGY LIMITED","Energy","25/05/2005",23698014
"CNI","CENTURIA CAPITAL GROUP","Equity Real Estate Investment Trusts (REITs)","26/03/2002",1437809476
"CNJ","CONICO LTD","Materials","18/06/2007",2707643
"CNQ","CLEAN TEQ WATER LIMITED","Commercial & Professional Services","02/07/2021",20542494
"CNU","CHORUS LIMITED","Telecommunication Services","21/11/2011",2907044870
"COB","COBALT BLUE HOLDINGS LIMITED","Materials","02/02/2017",40065454
"COD","CODA MINERALS LTD","Materials","28/10/2020",29627847
"COE","COOPER ENERGY LIMITED","Energy","13/03/2002",554408028
"COF","CENTURIA OFFICE REIT","Equity Real Estate Investment Trusts (REITs)","10/12/2014",737711110
"COG","COG FINANCIAL SERVICES LIMITED","Financial Services","28/01/2003",224087844
"COH","COCHLEAR LIMITED","Health Care Equipment & Services","04/12/1995",20855305687
"COI","COMET RIDGE LIMITED","Energy","16/04/2004",227099294
"COL","COLES GROUP LIMITED.","Consumer Staples Distribution & Retail","21/11/2018",21711988571
"COS","COSOL LIMITED","Software & Services","24/01/2020",186330646
"COV","CLEO DIAGNOSTICS LTD","Pharmaceuticals, Biotechnology & Life Sciences","22/08/2023",21845000
"COY","COPPERMOLY LIMITED","Materials","31/01/2008",9199547
"CPM","COOPER METALS LIMITED","Materials","19/11/2021",9010900
"CPN","CASPIN RESOURCES LIMITED","Materials","25/11/2020",7541253
"CPO","CULPEO MINERALS LIMITED","Materials","10/09/2021",6614889
"CPU","COMPUTERSHARE LIMITED.","Commercial & Professional Services","27/05/1994",15867150822
"CPV","CLEARVUE TECHNOLOGIES LIMITED","Capital Goods","25/05/2018",119850213
"CQE","CHARTER HALL SOCIAL INFRASTRUCTURE REIT","Equity Real Estate Investment Trusts (REITs)","22/05/2003",961004667
"CQR","CHARTER HALL RETAIL REIT","Equity Real Estate Investment Trusts (REITs)","15/11/1995",1970368375
"CR1","CONSTELLATION RESOURCES LIMITED","Materials","30/07/2018",8892064
"CR9","CORELLA RESOURCES LTD","Materials","15/01/2008",8371664
"CRB","CARBINE RESOURCES LIMITED","Materials","16/03/2007",2758689
"CRD","CONRAD ASIA ENERGY LTD.","Energy","27/10/2022",169487426
"CRN","CORONADO GLOBAL RESOURCES INC.","Materials","23/10/2018",1886010446
"CRR","CRITICAL RESOURCES LIMITED","Materials","03/12/2010",23112054
"CRS","CAPRICE RESOURCES LTD","Materials","05/12/2018",10612463
"CSC","CAPSTONE COPPER CORP.","Materials","02/02/2024",9817381811
"CSE","COPPER STRIKE LIMITED","Materials","24/11/2004","SUSPENDED"
"CSF","CATALANO SEAFOOD LTD","Food, Beverage & Tobacco","11/03/2022","SUSPENDED"
"CSL","CSL LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","08/06/1994",134165455152
"CSR","CSR LIMITED","Materials","31/03/1962",4248713924
"CSS","CLEAN SEAS SEAFOOD LIMITED","Food, Beverage & Tobacco","12/12/2005",43282355
"CST","CASTILE RESOURCES LTD","Materials","14/02/2020",22013121
"CSX","CLEANSPACE HOLDINGS LIMITED","Health Care Equipment & Services","15/09/2020",23974610
"CT1","CONSTELLATION TECHNOLOGIES LIMITED","Technology Hardware & Equipment","08/10/1987",2949467
"CTD","CORPORATE TRAVEL MANAGEMENT LIMITED","Consumer Services","15/12/2010",2171474071
"CTE","CRYOSITE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","09/05/2002",46857180
"CTM","CENTAURUS METALS LIMITED","Materials","12/01/1989",247498669
"CTN","CATALINA RESOURCES LTD","Materials","18/02/2010",4953948
"CTO","CITIGOLD CORPORATION LIMITED","Materials","23/12/1993",24000000
"CTP","CENTRAL PETROLEUM LIMITED","Energy","07/03/2006",51810290
"CTQ","CARETEQ LIMITED","Health Care Equipment & Services","10/01/2022",3533209
"CTT","CETTIRE LIMITED","Consumer Discretionary Distribution & Retail","18/12/2020",949283168
"CU6","CLARITY PHARMACEUTICALS LTD","Pharmaceuticals, Biotechnology & Life Sciences","25/08/2021",1272046442
"CUE","CUE ENERGY RESOURCES LIMITED","Energy","11/12/1995",73329090
"CUF","CUFE LTD","Materials","13/10/2005",19483910
"CUL","CULLEN RESOURCES LIMITED","Materials","23/11/1988",4561386
"CUP","COUNT LIMITED","Commercial & Professional Services","22/12/2010",92838475
"CUS","COPPER SEARCH LIMITED","Materials","15/09/2021",14304238
"CUV","CLINUVEL PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","13/02/2001",774103169
"CVB","CURVEBEAM AI LIMITED","Health Care Equipment & Services","23/08/2023",54423544
"CVC","CVC LIMITED","Financial Services","27/06/1985",201521562
"CVL","CIVMEC LIMITED","Capital Goods","22/06/2018",487301760
"CVN","CARNARVON ENERGY LIMITED","Energy","16/08/1984",393523902
"CVR","CAVALIER RESOURCES LIMITED","Materials","17/06/2022",8676333
"CVV","CARAVEL MINERALS LIMITED","Materials","03/11/2006",131069950
"CVW","CLEARVIEW WEALTH LIMITED","Insurance","11/12/2003",377588783
"CWP","CEDAR WOODS PROPERTIES LIMITED","Real Estate Management & Development","31/08/1994",376652170
"CWX","CARAWINE RESOURCES LIMITED","Materials","14/12/2017",23612545
"CWY","CLEANAWAY WASTE MANAGEMENT LIMITED","Commercial & Professional Services","03/05/2005",6197670679
"CXL","CALIX LIMITED","Materials","20/07/2018",268481186
"CXM","CENTREX LIMITED","Materials","19/07/2006",41143341
"CXO","CORE LITHIUM LTD","Materials","11/02/2011",320540332
"CXU","CAULDRON ENERGY LIMITED","Energy","28/01/2005",51078327
"CXZ","CONNEXION MOBILITY LTD","Software & Services","01/01/1974",24306969
"CY5","CYGNUS METALS LIMITED","Materials","15/01/2018",24055449
"CYC","CYCLOPHARM LIMITED","Health Care Equipment & Services","18/01/2007",146936040
"CYG","COVENTRY GROUP LIMITED","Capital Goods","27/01/1966",167811970
"CYL","CATALYST METALS LIMITED","Materials","26/07/2006",232635421
"CYM","CYPRIUM METALS LIMITED","Materials","26/04/1985",56414356
"CYP","CYNATA THERAPEUTICS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","20/12/2007",49398741
"CYQ","CYCLIQ GROUP LTD","Consumer Durables & Apparel","21/11/2007",1072550
"CZN","CORAZON MINING LIMITED","Materials","30/06/2005",6155979
"CZR","CZR RESOURCES LTD","Materials","29/08/2006",70720394
"D2O","DUXTON WATER LIMITED","Utilities","16/09/2016",219817642
"D3E","D3 ENERGY LIMITED","Energy","13/05/2024",24159001
"DAF","DISCOVERY ALASKA LIMITED","Materials","22/09/2011",3279286
"DAL","DALAROO METALS LTD","Materials","28/09/2021",2068750
"DBF","DUXTON FARMS LTD","Food, Beverage & Tobacco","08/02/2018",60064350
"DBI","DALRYMPLE BAY INFRASTRUCTURE LIMITED","Transportation","08/12/2020",1452581684
"DBO","DIABLO RESOURCES LIMITED","Materials","12/10/2021",1649143
"DCC","DIGITALX LIMITED","Software & Services","06/02/1989",46785818
"DCG","DECMIL GROUP LIMITED","Capital Goods","22/04/2005",45119986
"DCL","DOMACOM LIMITED","Financial Services","07/11/2016","SUSPENDED"
"DCX","DISCOVEX RESOURCES LIMITED","Materials","13/12/2007","SUSPENDED"
"DDB","DYNAMIC GROUP HOLDINGS LIMITED","Capital Goods","06/08/2020",26417581
"DDR","DICKER DATA LIMITED","Technology Hardware & Equipment","24/01/2011",1632231954
"DDT","DATADOT TECHNOLOGY LIMITED","Automobiles & Components","12/01/2005",4843811
"DEG","DE GREY MINING LIMITED","Materials","03/07/2002",2678257125
"DEL","DELOREAN CORPORATION LIMITED","Utilities","12/04/2021",10354604
"DEM","DE.MEM LIMITED","Utilities","07/04/2017",31636744
"DES","DESOTO RESOURCES LIMITED","Materials","16/12/2022",6582300
"DEV","DEVEX RESOURCES LIMITED","Energy","03/10/2000",169858408
"DGH","DESANE GROUP HOLDINGS LIMITED","Real Estate Management & Development","04/09/1987",35591691
"DGL","DGL GROUP LIMITED","Materials","24/05/2021",171093877
"DGR","DGR GLOBAL LIMITED","Materials","21/08/2003",16699096
"DHG","DOMAIN HOLDINGS AUSTRALIA LIMITED.","Media & Entertainment","16/11/2017",1812856029
"DJW","DJERRIWARRH INVESTMENTS LIMITED","Not Applic","28/06/1995",788975988
"DKM","DUKETON MINING LIMITED","Materials","04/08/2014",15301448
"DLI","DELTA LITHIUM LIMITED","Materials","03/11/2017",235424357
"DLM","DOMINION MINERALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","19/03/2004","SUSPENDED"
"DM1","DESERT METALS LIMITED","Materials","18/12/2020",5573940
"DMC","DESIGN MILK CO LIMITED","Media & Entertainment","24/03/1997","SUSPENDED"
"DME","DOME GOLD MINES LIMITED","Materials","22/10/2013",62340424
"DMG","DRAGON MOUNTAIN GOLD LIMITED","Materials","31/07/2007",2762702
"DMM","DMC MINING LIMITED.","Materials","22/12/2021","SUSPENDED"
"DMP","DOMINO'S PIZZA ENTERPRISES LIMITED","Consumer Services","16/05/2005",3376257225
"DNA","DONACO INTERNATIONAL LIMITED","Consumer Services","23/12/2004",43238628
"DNK","DANAKALI LIMITED","Materials","17/10/2003","SUSPENDED"
"DOC","DOCTOR CARE ANYWHERE GROUP PLC","Health Care Equipment & Services","04/12/2020",23104736
"DOR","DORIEMUS PLC","Energy","29/09/2017","SUSPENDED"
"DOU","DOUUGH LIMITED","Telecommunication Services","15/06/2004",4328276
"DOW","DOWNER EDI LIMITED","Commercial & Professional Services","20/12/1990",3297426764
"DRA","DRA GLOBAL LIMITED","Capital Goods","09/07/2021",124740898
"DRE","DREADNOUGHT RESOURCES LTD","Materials","31/10/2006",59722240
"DRO","DRONESHIELD LIMITED","Capital Goods","22/06/2016",643804097
"DRR","DETERRA ROYALTIES LIMITED","Materials","23/10/2020",2553377215
"DRX","DIATREME RESOURCES LIMITED","Materials","22/06/2005",70865423
"DSE","DROPSUITE LIMITED","Software & Services","12/12/1985",192116263
"DSK","DUSK GROUP LIMITED","Consumer Discretionary Distribution & Retail","02/11/2020",46700899
"DTI","DTI GROUP LTD","Technology Hardware & Equipment","09/12/2014",5831168
"DTL","DATA#3 LIMITED","Software & Services","23/12/1997",1146357114
"DTM","DART MINING NL","Materials","10/05/2007",7752986
"DTR","DATELINE RESOURCES LIMITED","Materials","23/06/2011",17433421
"DTZ","DOTZ NANO LIMITED","Technology Hardware & Equipment","13/12/2007",78295499
"DUB","DUBBER CORPORATION LIMITED","Software & Services","30/06/2000",44975521
"DUG","DUG TECHNOLOGY LTD","Software & Services","12/08/2020",315389441
"DUI","DIVERSIFIED UNITED INVESTMENT LIMITED","Not Applic","19/12/1991",1094715745
"DUN","DUNDAS MINERALS LIMITED","Materials","10/11/2021",2135122
"DUR","DURATEC LIMITED","Capital Goods","04/11/2020",268242535
"DVL","DORSAVI LTD","Pharmaceuticals, Biotechnology & Life Sciences","11/12/2013",8353263
"DVP","DEVELOP GLOBAL LIMITED","Materials","27/04/2007",592074738
"DXB","DIMERIX LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","04/02/1993",189637748
"DXC","DEXUS CONVENIENCE RETAIL REIT","Equity Real Estate Investment Trusts (REITs)","27/07/2017",367810023
"DXI","DEXUS INDUSTRIA REIT.","Equity Real Estate Investment Trusts (REITs)","03/12/2013",945464335
"DXN","DXN LIMITED","Software & Services","11/04/2018",6471127
"DXS","DEXUS","Equity Real Estate Investment Trusts (REITs)","06/10/2004",7668780204
"DY6","DY6 METALS LTD","Class Pend","29/06/2023",2515500
"DYL","DEEP YELLOW LIMITED","Energy","19/12/1985",1691244308
"DYM","DYNAMIC METALS LIMITED","Materials","16/01/2023",9062225
"E25","ELEMENT 25 LIMITED","Materials","09/11/2006",58733190
"E33","EAST 33 LIMITED..","Food, Beverage & Tobacco","29/07/2021",10852575
"E79","E79 GOLD MINES LIMITED","Materials","07/10/2021",3090695
"EAX","ENERGY ACTION LIMITED","Commercial & Professional Services","13/10/2011",7729157
"EBG","EUMUNDI GROUP LIMITED","Consumer Services","07/12/1989",59508665
"EBO","EBOS GROUP LIMITED","Health Care Equipment & Services","06/12/2013",6231893444
"EBR","EBR SYSTEMS INC.","Health Care Equipment & Services","24/11/2021",351222894
"ECF","ELANOR COMMERCIAL PROPERTY FUND","Equity Real Estate Investment Trusts (REITs)","06/12/2019",226337792
"ECG","ECARGO HOLDINGS LIMITED","Commercial & Professional Services","28/11/2014",11074500
"ECL","EXCELSIOR CAPITAL LTD","Capital Goods","22/04/1993",89882854
"ECP","ECP EMERGING GROWTH LIMITED","Not Applic","14/08/2014",22923860
"ECS","ECS BOTANICS HOLDINGS LTD","Pharmaceuticals, Biotechnology & Life Sciences","13/03/1986",24482442
"ECT","ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.","Commercial & Professional Services","05/02/1986",11101336
"EDC","EILDON CAPITAL GROUP","Financial Services","28/02/2017",41824135
"EDE","EDEN INNOVATIONS LTD","Energy","06/06/2006",7356542
"EDU","EDU HOLDINGS LIMITED","Consumer Services","25/06/2004",16356230
"EDV","ENDEAVOUR GROUP LIMITED","Consumer Staples Distribution & Retail","24/06/2021",9080268686
"EE1","EARTHS ENERGY LIMITED","Materials","16/09/2011",10504544
"EEG","EMPIRE ENERGY GROUP LIMITED","Energy","30/08/1984",203011016
"EEL","ENRG ELEMENTS LTD","Materials","01/07/2011",4039860
"EFE","EASTERN RESOURCES LIMITED","Materials","16/05/2008",8693625
"EG1","EVERGREEN LITHIUM LIMITED","Materials","11/04/2023",17383517
"EGG","ENERO GROUP LIMITED","Media & Entertainment","30/04/2004",137010033
"EGH","EUREKA GROUP HOLDINGS LIMITED","Real Estate Management & Development","01/07/2004",162564810
"EGL","ENVIRONMENTAL GROUP LIMITED (THE)","Capital Goods","12/02/1981",108296693
"EGN","ENGENCO LIMITED","Capital Goods","14/12/2006",69474551
"EGR","ECOGRAF LIMITED","Materials","29/10/2010",63564455
"EGY","ENERGY TECHNOLOGIES LIMITED","Capital Goods","22/10/1992",14772618
"EHL","EMECO HOLDINGS LIMITED","Capital Goods","28/07/2006",370637951
"EIQ","ECHOIQ LIMITED","Software & Services","17/12/2010",74273156
"EL8","ELEVATE URANIUM LTD","Energy","23/10/1985",178899016
"ELD","ELDERS LIMITED","Food, Beverage & Tobacco","30/06/1981",1332924137
"ELE","ELMORE LTD","Materials","25/02/1998","SUSPENDED"
"ELS","ELSIGHT LIMITED","Technology Hardware & Equipment","08/06/2017",55788557
"ELT","ELEMENTOS LIMITED","Materials","23/12/2009",32132114
"EM2","EAGLE MOUNTAIN MINING LIMITED","Materials","16/03/2018",30644244
"EMB","EMBELTON LIMITED","Capital Goods","01/01/1974",20499642
"EMC","EVEREST METALS CORPORATION LTD","Energy","18/10/2006",22178220
"EMD","EMYRIA LIMITED","Health Care Equipment & Services","12/02/2020",20858459
"EME","ENERGY METALS LTD","Energy","09/09/2005",19500548
"EML","EML PAYMENTS LIMITED","Financial Services","18/01/2006",365692233
"EMN","EURO MANGANESE INC","Materials","02/10/2018",33018877
"EMP","EMPEROR ENERGY LIMITED","Energy","05/06/1987",4985042
"EMR","EMERALD RESOURCES NL","Materials","22/07/1994",2540070417
"EMS","EASTERN METALS LIMITED","Materials","25/10/2021",3297050
"EMT","EMETALS LIMITED","Not Applic","26/10/2010",5100000
"EMU","EMU NL","Materials","27/02/2008",2362254
"EMUCA","EMU NL","Materials","27/02/2008",2362254
"EMV","EMVISION MEDICAL DEVICES LTD","Health Care Equipment & Services","13/12/2018",164442902
"ENL","ENLITIC INC.","Health Care Equipment & Services","19/12/2023",27550120
"ENN","ELANOR INVESTORS GROUP","Consumer Services","11/07/2014",171988217
"ENR","ENCOUNTER RESOURCES LIMITED","Materials","24/03/2006",175491441
"ENT","ENTERPRISE METALS LIMITED","Materials","20/06/2007",3538884
"ENV","ENOVA MINING LIMITED","Materials","13/04/2007",18200658
"ENX","ENEGEX LIMITED","Materials","08/10/2013",8485068
"EOF","ECOFIBRE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","29/03/2019",26521173
"EOL","ENERGY ONE LIMITED","Software & Services","15/01/2007",126583863
"EOS","ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","Capital Goods","23/10/2000",279780544
"EP1","E&P FINANCIAL GROUP LIMITED","Financial Services","14/05/2018",109332841
"EPM","ECLIPSE METALS LIMITED.","Energy","17/02/2011",22508555
"EPN","EPSILON HEALTHCARE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","17/07/2003","SUSPENDED"
"EPX","EP&T GLOBAL LIMITED","Software & Services","12/05/2021",10579396
"EPY","EARLYPAY LTD","Financial Services","23/02/2010",50737521
"EQE","EQUUS MINING LIMITED","Materials","12/12/1995","SUSPENDED"
"EQN","EQUINOX RESOURCES LIMITED.","Materials","13/10/2021",41199501
"EQR","EQ RESOURCES LIMITED","Materials","06/06/2006",103163737
"EQS","EQUITY STORY GROUP LTD","Financial Services","03/05/2022",3487791
"EQT","EQT HOLDINGS LIMITED","Financial Services","06/08/1985",840084394
"EQX","EQUATORIAL RESOURCES LIMITED","Materials","14/05/1987",19716803
"ERA","ENERGY RESOURCES OF AUSTRALIA LIMITED","Energy","19/11/1980",1040970062
"ERD","EROAD LIMITED","Technology Hardware & Equipment","18/09/2020",148780923
"ERG","ENECO REFRESH LTD","Food, Beverage & Tobacco","29/03/2006",2451225
"ERL","EMPIRE RESOURCES LIMITED","Materials","01/02/2007",4451740
"ERM","EMMERSON RESOURCES LIMITED","Materials","17/12/2007",30503748
"ERW","ERRAWARRA RESOURCES LTD","Materials","14/12/2020",16306514
"ESK","ETHERSTACK PLC","Software & Services","07/09/2012","SUSPENDED"
"ESR","ESTRELLA RESOURCES LIMITED","Materials","09/05/2012",8796859
"ETM","ENERGY TRANSITION MINERALS LTD","Materials","20/06/2006",44941666
"ETR","ENTYR LIMITED","Commercial & Professional Services","02/11/2006","SUSPENDED"
"EUR","EUROPEAN LITHIUM LIMITED","Materials","02/12/2010",64313641
